transaction_id,status,exception_type,severity,explanation,evidence,difference,recommended_action
TXN00188,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00189,EXCEPTION,REFUND,HIGH,A refund was recorded for transaction TXN00189.,Refund amount: ₹449.70.,449.7,Verify the refund authorization and confirm that the refund amount is correct.
TXN00190,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00190.,"Settlement records found: 0; payment total: ₹1,999.00.",1999.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00191,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00192,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00193,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00194,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00195,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00196,EXCEPTION,SETTLEMENT_DELAY,LOW,The settlement date differs from the clean reference settlement date.,Actual settlement date: 2026-07-09; reference settlement date: 2026-06-29.,0.0,Check settlement processing status and investigate the settlement delay.
TXN00197,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00198,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00199,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹2,499.00; actual net settlement: ₹1,249.50; difference: ₹1,249.50.",1249.5,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00200,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00201,EXCEPTION,DUPLICATE_PAYMENT,MEDIUM,"Multiple payment records were found for transaction TXN00201, including a duplicate payment.","Payment records: 2; total payment amount: ₹1,598.00.",799.0,Verify the duplicate payment records and determine whether a reversal or refund is required.
TXN00202,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00203,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00203.,"Settlement records found: 0; payment total: ₹1,499.00.",1499.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00204,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00205,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00206,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00207,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00208,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00209,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00210,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00211,EXCEPTION,DUPLICATE_SETTLEMENT,MEDIUM,"Multiple settlement records were found for transaction TXN00211, including a duplicate settlement.","Settlement records: 2; total settlement amount: ₹5,913.06.",-84.94,Verify the duplicate settlement entries and investigate possible over-settlement.
TXN00212,EXCEPTION,MULTIPLE_PAYMENTS,MEDIUM,Multiple payment records exist for transaction TXN00212.,"Payment records: 2; total payment amount: ₹12,998.70.",2999.7,Verify why multiple payments exist for the same transaction and confirm the correct payment record.
TXN00213,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00214,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00215,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00216,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00217,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00218,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00219,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00220,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00221,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00222,EXCEPTION,MISSING_SETTLEMENT,HIGH,No settlement record was found for transaction TXN00222.,Settlement records found: 0; payment total: ₹799.00.,799.0,Verify the settlement batch and check whether the transaction is still pending.
TXN00223,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00224,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00225,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00226,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00227,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00228,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00229,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00230,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹3,999.00; actual net settlement: ₹3,199.20; difference: ₹799.80.",799.8,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00231,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00232,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00233,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00234,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00235,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00236,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00237,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00238,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00239,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00240,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00241,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00242,EXCEPTION,PARTIAL_SETTLEMENT,MEDIUM,The settlement amount is lower than the expected gross settlement amount.,"Gross settlement: ₹1,999.00; actual net settlement: ₹999.50; difference: ₹999.50.",999.5,Verify whether the remaining amount is pending or was incorrectly settled.
TXN00243,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00244,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
TXN00245,MATCHED,MATCHED,NONE,"Payment, bank and settlement records passed all reconciliation checks.",No reconciliation exception was detected.,0.0,No action required.
