audit_id,transaction_id,exception_type,severity,difference,deterministic_explanation,ai_explanation,explanation_source,recommended_action,ml_status,ml_exception_probability,ml_predicted_exception_type,ml_exception_type_probability,hybrid_decision,agent_decision,agent_decision_reason,action_type,action_status,execution_mode,escalation_required,escalation_priority,escalation_status,review_owner,review_status,reviewer,reviewer_action,reviewer_note,audit_event_status
AUDIT_00158,TXN00777,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Transaction TXN00777 triggered a HIGH severity AMOUNT_MISMATCH exception. The settlement amount does not match the clean reference amount. A variance of 750.0 was detected during reconciliation. Recommended action: Compare the expected and actual settlement amounts and investigate the difference.,GEMINI,Compare the expected and actual settlement amounts and investigate the difference.,EXCEPTION,0.995,AMOUNT_MISMATCH,0.86,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00159,TXN00789,REFUND,HIGH,599.9,A refund was recorded for transaction TXN00789.,A HIGH-severity REFUND exception was identified for transaction TXN00789. A refund was recorded for transaction TXN00789. The associated difference is 599.9. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,1.0,REFUND,0.94,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00160,TXN00790,MISSING_PAYMENT,HIGH,1499.0,No payment record was found for transaction TXN00790.,A high-severity MISSING_PAYMENT exception was detected for transaction TXN00790. No payment record was found for transaction TXN00790. Discrepancy amount: 1499.0. Recommended action: Verify payment gateway records and confirm whether the payment was received.,GEMINI,Verify payment gateway records and confirm whether the payment was received.,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00161,TXN00791,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Transaction TXN00791 triggered a HIGH severity AMOUNT_MISMATCH exception. The settlement amount does not match the clean reference amount. A variance of 250.0 was detected during reconciliation. Recommended action: Compare the expected and actual settlement amounts and investigate the difference.,GEMINI,Compare the expected and actual settlement amounts and investigate the difference.,EXCEPTION,1.0,AMOUNT_MISMATCH,0.84,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00162,TXN00793,DUPLICATE_PAYMENT,MEDIUM,3999.0,"Multiple payment records were found for transaction TXN00793, including a duplicate payment.","A DUPLICATE_PAYMENT exception with MEDIUM severity has been identified for transaction TXN00793. Multiple payment records were found for transaction TXN00793, including a duplicate payment. Variance: 3999.0. Recommended action: Verify the duplicate payment records and determine whether a reversal or refund is required.",GEMINI,Verify the duplicate payment records and determine whether a reversal or refund is required.,EXCEPTION,0.99,DUPLICATE_PAYMENT,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00163,TXN00798,MISSING_PAYMENT,HIGH,799.0,No payment record was found for transaction TXN00798.,A high-severity MISSING_PAYMENT exception was detected for transaction TXN00798. No payment record was found for transaction TXN00798. Discrepancy amount: 799.0. Recommended action: Verify payment gateway records and confirm whether the payment was received.,GEMINI,Verify payment gateway records and confirm whether the payment was received.,EXCEPTION,1.0,MISSING_PAYMENT,0.99,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00164,TXN00800,REFUND,HIGH,749.75,A refund was recorded for transaction TXN00800.,A HIGH-severity REFUND exception was identified for transaction TXN00800. A refund was recorded for transaction TXN00800. The associated difference is 749.75. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,1.0,REFUND,0.94,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00165,TXN00808,PARTIAL_SETTLEMENT,MEDIUM,1999.5,The settlement amount is lower than the expected gross settlement amount.,A PARTIAL_SETTLEMENT exception with MEDIUM severity was identified for transaction TXN00808. The settlement amount is lower than the expected gross settlement amount. Settlement reconciliation shows a difference of 1999.5. Recommended action: Verify whether the remaining amount is pending or was incorrectly settled.,RULE_TEMPLATE,Verify whether the remaining amount is pending or was incorrectly settled.,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.82,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00166,TXN00810,AMOUNT_MISMATCH,HIGH,250.0,The settlement amount does not match the clean reference amount.,Transaction TXN00810 triggered a HIGH severity AMOUNT_MISMATCH exception. The settlement amount does not match the clean reference amount. A variance of 250.0 was detected during reconciliation. Recommended action: Compare the expected and actual settlement amounts and investigate the difference.,GEMINI,Compare the expected and actual settlement amounts and investigate the difference.,EXCEPTION,0.98,AMOUNT_MISMATCH,0.685,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00167,TXN00817,INCORRECT_FEE,MEDIUM,349.93,The settlement fee differs from the expected fee structure.,"An INCORRECT_FEE exception of Medium severity has been flagged for transaction TXN00817. The settlement fee differs from the expected fee structure. A fee variance of 349.93 was identified. To reconcile this discrepancy, please proceed with the recommended action: Compare the charged settlement fee with the expected fee structure..",GEMINI,Compare the charged settlement fee with the expected fee structure.,EXCEPTION,1.0,INCORRECT_FEE,0.77,RULE_EXCEPTION_ML_SUPPORT,FEE_REVIEW,The exception is categorized as FEE_REVIEW and does not require escalation.,CREATE_FEE_REVIEW,REVIEW_REQUIRED,SIMULATED,NO,,,,PENDING,,,,OPEN
AUDIT_00168,TXN00820,PARTIAL_SETTLEMENT,MEDIUM,299.8,The settlement amount is lower than the expected gross settlement amount.,A PARTIAL_SETTLEMENT exception with MEDIUM severity was identified for transaction TXN00820. The settlement amount is lower than the expected gross settlement amount. Settlement reconciliation shows a difference of 299.8. Recommended action: Verify whether the remaining amount is pending or was incorrectly settled.,RULE_TEMPLATE,Verify whether the remaining amount is pending or was incorrectly settled.,EXCEPTION,0.975,PARTIAL_SETTLEMENT,0.68,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00169,TXN00824,REFUND,HIGH,374.75,A refund was recorded for transaction TXN00824.,A HIGH-severity REFUND exception was identified for transaction TXN00824. A refund was recorded for transaction TXN00824. The associated difference is 374.75. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,1.0,REFUND,0.95,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00170,TXN00837,REFUND,HIGH,1499.75,A refund was recorded for transaction TXN00837.,A HIGH-severity REFUND exception was identified for transaction TXN00837. A refund was recorded for transaction TXN00837. The associated difference is 1499.75. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,0.995,REFUND,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00171,TXN00843,DUPLICATE_PAYMENT,MEDIUM,2499.0,"Multiple payment records were found for transaction TXN00843, including a duplicate payment.","A DUPLICATE_PAYMENT exception with MEDIUM severity has been identified for transaction TXN00843. Multiple payment records were found for transaction TXN00843, including a duplicate payment. Variance: 2499.0. Recommended action: Verify the duplicate payment records and determine whether a reversal or refund is required.",GEMINI,Verify the duplicate payment records and determine whether a reversal or refund is required.,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.87,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00172,TXN00849,FAILED_PAYMENT,HIGH,2499.0,The payment associated with transaction TXN00849 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00849. The payment associated with transaction TXN00849 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.97,FAILED_PAYMENT,0.855,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00173,TXN00851,DATE_MISMATCH,LOW,0.0,The payment date differs from the clean reference payment date.,Transaction TXN00851 has triggered a low-severity DATE_MISMATCH exception because The payment date differs from the clean reference payment date. (date difference: 0.0). Please perform the following recommended action to resolve the discrepancy: Verify the payment processing date against the source payment record..,GEMINI,Verify the payment processing date against the source payment record.,EXCEPTION,0.675,DATE_MISMATCH,0.635,RULE_EXCEPTION_ML_SUPPORT,DATE_REVIEW,The exception is categorized as DATE_REVIEW and does not require escalation.,CREATE_DATE_REVIEW,REVIEW_REQUIRED,SIMULATED,NO,,,,PENDING,,,,OPEN
AUDIT_00174,TXN00865,REFUND,HIGH,1199.7,A refund was recorded for transaction TXN00865.,A HIGH-severity REFUND exception was identified for transaction TXN00865. A refund was recorded for transaction TXN00865. The associated difference is 1199.7. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,1.0,REFUND,0.965,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00175,TXN00878,REFUND,HIGH,39.8,A refund was recorded for transaction TXN00878.,A HIGH-severity REFUND exception was identified for transaction TXN00878. A refund was recorded for transaction TXN00878. The associated difference is 39.8. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,0.955,REFUND,0.695,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00176,TXN00880,MISSING_SETTLEMENT,HIGH,1499.0,No settlement record was found for transaction TXN00880.,A HIGH severity MISSING_SETTLEMENT exception was identified for transaction TXN00880. No settlement record was found for transaction TXN00880. Recommended action: Verify the settlement batch and check whether the transaction is still pending.,GEMINI,Verify the settlement batch and check whether the transaction is still pending.,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00177,TXN00892,DUPLICATE_PAYMENT,MEDIUM,5999.0,"Multiple payment records were found for transaction TXN00892, including a duplicate payment.","A DUPLICATE_PAYMENT exception with MEDIUM severity has been identified for transaction TXN00892. Multiple payment records were found for transaction TXN00892, including a duplicate payment. Variance: 5999.0. Recommended action: Verify the duplicate payment records and determine whether a reversal or refund is required.",GEMINI,Verify the duplicate payment records and determine whether a reversal or refund is required.,EXCEPTION,0.995,DUPLICATE_PAYMENT,0.96,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00178,TXN00893,DATE_MISMATCH,LOW,0.0,The payment date differs from the clean reference payment date.,Transaction TXN00893 has triggered a low-severity DATE_MISMATCH exception because The payment date differs from the clean reference payment date. (date difference: 0.0). Please perform the following recommended action to resolve the discrepancy: Verify the payment processing date against the source payment record..,GEMINI,Verify the payment processing date against the source payment record.,MATCHED,0.025,DATE_MISMATCH,0.645,RULE_EXCEPTION_ML_DISAGREEMENT,DATE_REVIEW,The exception is categorized as DATE_REVIEW and does not require escalation.,CREATE_DATE_REVIEW,REVIEW_REQUIRED,SIMULATED,NO,,,,PENDING,,,,OPEN
AUDIT_00179,TXN00896,AMOUNT_MISMATCH,HIGH,196.18,The settlement amount does not match the clean reference amount.,Transaction TXN00896 triggered a HIGH severity AMOUNT_MISMATCH exception. The settlement amount does not match the clean reference amount. A variance of 196.18 was detected during reconciliation. Recommended action: Compare the expected and actual settlement amounts and investigate the difference.,GEMINI,Compare the expected and actual settlement amounts and investigate the difference.,EXCEPTION,0.995,AMOUNT_MISMATCH,0.835,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00180,TXN00897,DUPLICATE_PAYMENT,MEDIUM,3999.0,"Multiple payment records were found for transaction TXN00897, including a duplicate payment.","A DUPLICATE_PAYMENT exception with MEDIUM severity has been identified for transaction TXN00897. Multiple payment records were found for transaction TXN00897, including a duplicate payment. Variance: 3999.0. Recommended action: Verify the duplicate payment records and determine whether a reversal or refund is required.",GEMINI,Verify the duplicate payment records and determine whether a reversal or refund is required.,EXCEPTION,1.0,DUPLICATE_PAYMENT,0.965,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00181,TXN00903,CHARGEBACK,HIGH,2999.25,A chargeback was recorded for transaction TXN00903.,A high-severity CHARGEBACK exception was detected for transaction TXN00903. A chargeback was recorded for transaction TXN00903. The variance associated with this transaction is 2999.25. Review the chargeback and associated dispute record.,GEMINI,Review the chargeback and associated dispute record.,EXCEPTION,1.0,CHARGEBACK,0.915,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00182,TXN00910,DUPLICATE_SETTLEMENT,MEDIUM,-47.16,"Multiple settlement records were found for transaction TXN00910, including a duplicate settlement.","A DUPLICATE_SETTLEMENT exception was identified for transaction TXN00910 due to multiple settlement records being detected, resulting in a discrepancy of -47.16. Multiple settlement records were found for transaction TXN00910, including a duplicate settlement. Verify the duplicate settlement entries and investigate possible over-settlement.",GEMINI,Verify the duplicate settlement entries and investigate possible over-settlement.,EXCEPTION,0.975,DUPLICATE_SETTLEMENT,0.955,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00183,TXN00912,DUPLICATE_PAYMENT,MEDIUM,199.0,"Multiple payment records were found for transaction TXN00912, including a duplicate payment.","A DUPLICATE_PAYMENT exception with MEDIUM severity has been identified for transaction TXN00912. Multiple payment records were found for transaction TXN00912, including a duplicate payment. Variance: 199.0. Recommended action: Verify the duplicate payment records and determine whether a reversal or refund is required.",GEMINI,Verify the duplicate payment records and determine whether a reversal or refund is required.,EXCEPTION,0.98,DUPLICATE_PAYMENT,0.79,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00184,TXN00918,UNKNOWN_ADJUSTMENT,MEDIUM,100.0,An unexpected settlement adjustment was recorded for transaction TXN00918.,An UNKNOWN_ADJUSTMENT exception with MEDIUM severity was identified for transaction TXN00918. An unexpected settlement adjustment was recorded for transaction TXN00918. The adjustment difference is 100.0. Recommended action: Review the adjustment entry and identify its source.,RULE_TEMPLATE,Review the adjustment entry and identify its source.,EXCEPTION,0.695,UNKNOWN_ADJUSTMENT,0.695,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The resolution workflow requires this exception to be escalated for review.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,HIGH,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00185,TXN00921,CHARGEBACK,HIGH,2999.0,A chargeback was recorded for transaction TXN00921.,A high-severity CHARGEBACK exception was detected for transaction TXN00921. A chargeback was recorded for transaction TXN00921. The variance associated with this transaction is 2999.0. Review the chargeback and associated dispute record.,GEMINI,Review the chargeback and associated dispute record.,EXCEPTION,0.995,CHARGEBACK,0.955,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00186,TXN00922,SETTLEMENT_DELAY,LOW,0.0,The settlement date differs from the clean reference settlement date.,A low-severity SETTLEMENT_DELAY exception was identified for transaction TXN00922. The settlement date differs from the clean reference settlement date. The settlement timing difference is 0.0. Recommended action: Check settlement processing status and investigate the settlement delay.,RULE_TEMPLATE,Check settlement processing status and investigate the settlement delay.,EXCEPTION,0.595,SETTLEMENT_DELAY,0.605,RULE_EXCEPTION_ML_SUPPORT,SETTLEMENT_REVIEW,The exception is categorized as SETTLEMENT_REVIEW and does not require escalation.,CREATE_SETTLEMENT_REVIEW,REVIEW_REQUIRED,SIMULATED,NO,,,,PENDING,,,,OPEN
AUDIT_00187,TXN00923,AMOUNT_MISMATCH,HIGH,750.0,The settlement amount does not match the clean reference amount.,Transaction TXN00923 triggered a HIGH severity AMOUNT_MISMATCH exception. The settlement amount does not match the clean reference amount. A variance of 750.0 was detected during reconciliation. Recommended action: Compare the expected and actual settlement amounts and investigate the difference.,GEMINI,Compare the expected and actual settlement amounts and investigate the difference.,EXCEPTION,1.0,AMOUNT_MISMATCH,0.795,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00188,TXN00925,MISSING_PAYMENT,HIGH,2999.0,No payment record was found for transaction TXN00925.,A high-severity MISSING_PAYMENT exception was detected for transaction TXN00925. No payment record was found for transaction TXN00925. Discrepancy amount: 2999.0. Recommended action: Verify payment gateway records and confirm whether the payment was received.,GEMINI,Verify payment gateway records and confirm whether the payment was received.,EXCEPTION,1.0,MISSING_PAYMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00189,TXN00929,FAILED_PAYMENT,HIGH,1499.0,The payment associated with transaction TXN00929 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00929. The payment associated with transaction TXN00929 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.905,FAILED_PAYMENT,0.93,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00190,TXN00935,FAILED_PAYMENT,HIGH,2999.0,The payment associated with transaction TXN00935 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00935. The payment associated with transaction TXN00935 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.97,FAILED_PAYMENT,0.91,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00191,TXN00940,FAILED_PAYMENT,HIGH,5999.0,The payment associated with transaction TXN00940 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00940. The payment associated with transaction TXN00940 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.96,FAILED_PAYMENT,0.905,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00192,TXN00941,MISSING_PAYMENT,HIGH,2499.0,No payment record was found for transaction TXN00941.,A high-severity MISSING_PAYMENT exception was detected for transaction TXN00941. No payment record was found for transaction TXN00941. Discrepancy amount: 2499.0. Recommended action: Verify payment gateway records and confirm whether the payment was received.,GEMINI,Verify payment gateway records and confirm whether the payment was received.,EXCEPTION,1.0,MISSING_PAYMENT,0.995,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00193,TXN00943,CHARGEBACK,HIGH,1999.5,A chargeback was recorded for transaction TXN00943.,A high-severity CHARGEBACK exception was detected for transaction TXN00943. A chargeback was recorded for transaction TXN00943. The variance associated with this transaction is 1999.5. Review the chargeback and associated dispute record.,GEMINI,Review the chargeback and associated dispute record.,EXCEPTION,1.0,CHARGEBACK,0.775,RULE_EXCEPTION_ML_SUPPORT,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00194,TXN00945,FAILED_PAYMENT,HIGH,1999.0,The payment associated with transaction TXN00945 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00945. The payment associated with transaction TXN00945 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.965,FAILED_PAYMENT,0.89,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00195,TXN00950,REFUND,HIGH,599.8,A refund was recorded for transaction TXN00950.,A HIGH-severity REFUND exception was identified for transaction TXN00950. A refund was recorded for transaction TXN00950. The associated difference is 599.8. Recommended action: Verify the refund authorization and confirm that the refund amount is correct.,RULE_TEMPLATE,Verify the refund authorization and confirm that the refund amount is correct.,EXCEPTION,1.0,REFUND,0.865,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00196,TXN00960,FAILED_PAYMENT,HIGH,1499.0,The payment associated with transaction TXN00960 is marked as FAILED.,A HIGH-severity FAILED_PAYMENT exception has been flagged for transaction TXN00960. The payment associated with transaction TXN00960 is marked as FAILED. Please review the record and proceed with the recommended action: Verify the payment status and determine whether a retry or customer follow-up is required.,GEMINI,Verify the payment status and determine whether a retry or customer follow-up is required.,EXCEPTION,0.97,FAILED_PAYMENT,0.825,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
AUDIT_00197,TXN00966,MISSING_SETTLEMENT,HIGH,5999.0,No settlement record was found for transaction TXN00966.,A HIGH severity MISSING_SETTLEMENT exception was identified for transaction TXN00966. No settlement record was found for transaction TXN00966. Recommended action: Verify the settlement batch and check whether the transaction is still pending.,GEMINI,Verify the settlement batch and check whether the transaction is still pending.,EXCEPTION,1.0,MISSING_SETTLEMENT,1.0,RULE_CONFIRMED_BY_ML,ESCALATE_FOR_REVIEW,The exception is high priority and requires human review before resolution.,CREATE_ESCALATION_CASE,PENDING_REVIEW,SIMULATED,YES,URGENT,OPEN,RECONCILIATION_TEAM,PENDING,,,,OPEN
